HeP-1003_6_months	k141_11970
HeP-1003_6_months	k141_11987_phage171_86355_120697_42_0.74
HeP-1003_6_months	k141_13615
HeP-1003_6_months	k141_14552_phage68_4456_17370_14_0.54
HeP-1003_6_months	k141_15171_phage137_3_14367_19_0.78
HeP-1003_6_months	k141_1580
HeP-1003_6_months	k141_15974
HeP-1003_6_months	k141_17860_phage197_58439_81251_35_0.77
HeP-1003_6_months	k141_18979
HeP-1003_6_months	k141_19027_phage276_23624_51078_32_0.62
HeP-1003_6_months	k141_19285
HeP-1003_6_months	k141_1949_phage208_103_15778_14_0.61
HeP-1003_6_months	k141_19721
HeP-1003_6_months	k141_19998
HeP-1003_6_months	k141_20425_phage117_504_14066_11_0.83
HeP-1003_6_months	k141_20425_phage118_14397_38132_50_0.8
HeP-1003_6_months	k141_21719_phage230_2_10051_16_0.86
HeP-1003_6_months	k141_22622_phage65_19063_31612_11_0.55
HeP-1003_6_months	k141_23339
HeP-1003_6_months	k141_23448
HeP-1003_6_months	k141_23667_1_checkv_155211-200248/225330
HeP-1003_6_months	k141_2400
HeP-1003_6_months	k141_24128
HeP-1003_6_months	k141_2516_phage272_201023_221544_32_0.75
HeP-1003_6_months	k141_26340
HeP-1003_6_months	k141_27344_1_checkv_5443-37435/37435
HeP-1003_6_months	k141_28566_phage130_3003_21785_23_0.56
HeP-1003_6_months	k141_30133_phage265_1_10927_12_0.81
HeP-1003_6_months	k141_30228
HeP-1003_6_months	k141_30303_phage0_1_15226_17_0.78
HeP-1003_6_months	k141_30945_phage44_4527_22491_13_0.53
HeP-1003_6_months	k141_31064_1_checkv_135200-184364/184364
HeP-1003_6_months	k141_31190_phage95_12006_26556_26_0.76
HeP-1003_6_months	k141_31740_phage146_17911_45831_33_0.63
HeP-1003_6_months	k141_32001_phage192_155734_173990_20_0.62
HeP-1003_6_months	k141_33341
HeP-1003_6_months	k141_33836_phage119_8644_23347_18_0.55
HeP-1003_6_months	k141_34373_phage188_63128_75541_10_0.56
HeP-1003_6_months	k141_35867
HeP-1003_6_months	k141_36275
HeP-1003_6_months	k141_36494_phage102_139111_155655_16_0.77
HeP-1003_6_months	k141_36603_phage121_119_33802_49_0.81
HeP-1003_6_months	k141_36901_phage181_40379_51458_21_0.61
HeP-1003_6_months	k141_38075_phage274_11608_26097_15_0.81
HeP-1003_6_months	k141_38470
HeP-1003_6_months	k141_38785_phage54_8890_22237_11_0.74
HeP-1003_6_months	k141_39395_phage123_3343_27612_18_0.6
HeP-1003_6_months	k141_39529_phage138_2_18675_20_0.85
HeP-1003_6_months	k141_39540_phage142_2_19489_25_0.85
HeP-1003_6_months	k141_39726_phage157_2_10908_14_0.72
HeP-1003_6_months	k141_39742
HeP-1003_6_months	k141_4032
HeP-1003_6_months	k141_41534_phage40_57_11350_15_0.66
HeP-1003_6_months	k141_41895_phage92_4175_34475_33_0.66
HeP-1003_6_months	k141_43983_phage278_2_43123_58_0.82
HeP-1003_6_months	k141_4684_phage234_1673_16198_14_0.61
HeP-1003_6_months	k141_5494
HeP-1003_6_months	k141_5962_phage42_406_23910_35_0.75
HeP-1003_6_months	k141_6638
HeP-1003_6_months	k141_6833_phage141_1_22098_33_0.86
HeP-1003_6_months	k141_7468_phage213_8839_21380_12_0.65
HeP-1003_6_months	k141_7560
HeP-1003_6_months	k141_7754_phage238_550_15163_20_0.74
HeP-1003_6_months	k141_7858_phage242_184_15416_16_0.67
HeP-1003_6_months	k141_7890_phage249_245_33153_49_0.83
HeP-1003_6_months	k141_8058
HeP-1003_6_months	k141_8452_phage17_3_23585_29_0.76
HeP-1003_6_months	k141_8581
HeP-1003_6_months	k141_9164
HeP-1003_6_months	k141_925_phage73_292_23927_23_0.61
HeP-1057_1_month	k141_10139
HeP-1057_1_month	k141_10364_phage596_4035_21129_20_0.78
HeP-1057_1_month	k141_10479
HeP-1057_1_month	k141_10689_phage652_151377_176510_15_0.56
HeP-1057_1_month	k141_10692_phage656_11923_24891_11_0.6
HeP-1057_1_month	k141_10704_1_checkv_14688-49057/62139
HeP-1057_1_month	k141_11133
HeP-1057_1_month	k141_11453_1_checkv_32661-64538/72513
HeP-1057_1_month	k141_11506
HeP-1057_1_month	k141_11694_phage329_80931_94344_15_0.6
HeP-1057_1_month	k141_11772_1_checkv_18295-44035/44035
HeP-1057_1_month	k141_11819
HeP-1057_1_month	k141_11855
HeP-1057_1_month	k141_11882
HeP-1057_1_month	k141_11966
HeP-1057_1_month	k141_12123
HeP-1057_1_month	k141_12224_phage516_85165_98334_11_0.54
HeP-1057_1_month	k141_1263_1_checkv_119032-159457/179212
HeP-1057_1_month	k141_12707
HeP-1057_1_month	k141_13184_phage703_185883_212839_33_0.73
HeP-1057_1_month	k141_13298_1_checkv_1-56920/59114
HeP-1057_1_month	k141_13902_phage256_15714_31505_10_0.7
HeP-1057_1_month	k141_13913
HeP-1057_1_month	k141_14391_1_checkv_1-14446/21017
HeP-1057_1_month	k141_14573_phage530_91901_129854_43_0.74
HeP-1057_1_month	k141_14632_phage553_1_26920_39_0.68
HeP-1057_1_month	k141_14835_phage608_1_13744_11_0.57
HeP-1057_1_month	k141_14934_phage639_1087_11678_12_0.66
HeP-1057_1_month	k141_15038_1_checkv_82080-131327/131327
HeP-1057_1_month	k141_15102
HeP-1057_1_month	k141_15145_1_checkv_11944-34095/73780
HeP-1057_1_month	k141_15719_phage88_74842_91046_21_0.55
HeP-1057_1_month	k141_15815_phage157_2_23981_36_0.88
HeP-1057_1_month	k141_15880
HeP-1057_1_month	k141_15896_1_checkv_7645-44814/80302
HeP-1057_1_month	k141_16012_1_checkv_38201-75279/122375
HeP-1057_1_month	k141_16096_1_checkv_98212-139221/169005
HeP-1057_1_month	k141_16136_1_checkv_143987-209332/235766
HeP-1057_1_month	k141_16263_phage398_45_21211_19_0.79
HeP-1057_1_month	k141_16266_phage401_2_15933_20_0.77
HeP-1057_1_month	k141_16376
HeP-1057_1_month	k141_16783_phage570_8715_23193_22_0.75
HeP-1057_1_month	k141_17374
HeP-1057_1_month	k141_17440_1_checkv_6117-41963/77017
HeP-1057_1_month	k141_17839_1_checkv_1-22529/44342
HeP-1057_1_month	k141_17898_phage55_243_13450_12_0.75
HeP-1057_1_month	k141_1807
HeP-1057_1_month	k141_18107
HeP-1057_1_month	k141_18211_phage232_42341_55552_16_0.64
HeP-1057_1_month	k141_1838_phage546_1_27289_26_0.89
HeP-1057_1_month	k141_1867
HeP-1057_1_month	k141_19422_phage644_2_12117_11_0.54
HeP-1057_1_month	k141_19529_phage673_8783_23008_11_0.55
HeP-1057_1_month	k141_19812
HeP-1057_1_month	k141_19974
HeP-1057_1_month	k141_19992_1_checkv_94215-132363/138906
HeP-1057_1_month	k141_20514_1_checkv_178285-208770/208770
HeP-1057_1_month	k141_20932_1_checkv_76515-113892/149407
HeP-1057_1_month	k141_21155_phage446_3899_22325_19_0.8
HeP-1057_1_month	k141_21169
HeP-1057_1_month	k141_21438
HeP-1057_1_month	k141_21526_phage554_51473_64616_20_0.68
HeP-1057_1_month	k141_2153_phage635_240151_250735_14_0.54
HeP-1057_1_month	k141_21732
HeP-1057_1_month	k141_21783_1_checkv_14665-40546/40546
HeP-1057_1_month	k141_2218_1_checkv_10283-48265/62012
HeP-1057_1_month	k141_22348_phage92_3_36952_50_0.68
HeP-1057_1_month	k141_2236_1_checkv_1-36904/39527
HeP-1057_1_month	k141_22525_1_checkv_1-13488/17338
HeP-1057_1_month	k141_23108_phage344_28193_50337_24_0.75
HeP-1057_1_month	k141_23108_phage345_51087_62576_10_0.66
HeP-1057_1_month	k141_2317_phage41_9033_19834_18_0.51
HeP-1057_1_month	k141_23411_phage436_1734_12081_10_0.64
HeP-1057_1_month	k141_23566_phage488_145293_174721_26_0.58
HeP-1057_1_month	k141_23688
HeP-1057_1_month	k141_23732_phage565_121228_142732_15_0.51
HeP-1057_1_month	k141_23743_phage582_74533_87183_15_0.64
HeP-1057_1_month	k141_23916_phage616_1_11261_12_0.55
HeP-1057_1_month	k141_24383_1_checkv_115153-149794/149794
HeP-1057_1_month	k141_24684_phage145_1714_20996_17_0.54
HeP-1057_1_month	k141_24747
HeP-1057_1_month	k141_24832_phage260_1546_19282_18_0.77
HeP-1057_1_month	k141_24857_phage273_2834_17892_14_0.64
HeP-1057_1_month	k141_2510
HeP-1057_1_month	k141_25206
HeP-1057_1_month	k141_26052_1_checkv_1-25396/29892
HeP-1057_1_month	k141_26129
HeP-1057_1_month	k141_2619
HeP-1057_1_month	k141_26394_1_checkv_5482-16272/47451
HeP-1057_1_month	k141_26458_1_checkv_5547-17059/26296
HeP-1057_1_month	k141_26536_1_checkv_109361-150167/213350
HeP-1057_1_month	k141_26884_1_checkv_1-35168/47942
HeP-1057_1_month	k141_27269
HeP-1057_1_month	k141_27766_phage567_68748_85940_25_0.59
HeP-1057_1_month	k141_27957_1_checkv_73713-118622/309286
HeP-1057_1_month	k141_28268_phage683_447_13345_12_0.82
HeP-1057_1_month	k141_28297_1_checkv_1-12734/17306
HeP-1057_1_month	k141_28351_phage691_12388_26356_17_0.62
HeP-1057_1_month	k141_28536
HeP-1057_1_month	k141_28887
HeP-1057_1_month	k141_28894_1_checkv_1-10961/14162
HeP-1057_1_month	k141_28925
HeP-1057_1_month	k141_29376_1_checkv_1-71607/116732
HeP-1057_1_month	k141_294_phage38_2_12931_17_0.69
HeP-1057_1_month	k141_29864
